figure,page,experiment,case_id,variable,coordinate,coordinate_value,value,units,averaging,svg_path_index,svg_x_pt,svg_y_pt,outline_halfwidth_value,intersection_count,method
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.72,0.6012281173607145,1,instantaneous plotted series,430,285.0076565,519.65527545,0.013023785770153028,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.74,0.5922447693124707,1,instantaneous plotted series,430,285.89187525,520.64818105,0.012618708633765957,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.76,0.5829180872201184,1,instantaneous plotted series,430,286.776094,521.67903445,0.011472684533159192,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.78,0.5753152966382692,1,instantaneous plotted series,430,287.66031275,522.5193507,0.011412397641619124,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.8,0.5683453354312039,1,instantaneous plotted series,430,288.5445315,523.289722,0.00924690816781051,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.82,0.5625966616007716,1,instantaneous plotted series,430,289.42875025,523.92510765,0.0101768694450849,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.84,0.5583502997231164,1,instantaneous plotted series,430,290.312969,524.39444675,0.008207117959877903,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.86,0.5582728863004253,1,instantaneous plotted series,430,291.19718775,524.40300305,0.007972019575535986,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.88,0.5598428643141926,1,instantaneous plotted series,430,292.0814065,524.22947755,0.00900367921624886,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.9,0.5671767015409328,1,instantaneous plotted series,430,292.96562525,523.418888,0.012848815945491183,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.92,0.5779944476907001,1,instantaneous plotted series,430,293.849844,522.22323125,0.014626756524611826,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.94,0.5894588912767145,1,instantaneous plotted series,430,294.73406275,520.95609675,0.013750388772573846,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.96,0.599820186125164,1,instantaneous plotted series,430,295.6182815,519.81089035,0.01190825005258413,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,1.98,0.6072929432738388,1,instantaneous plotted series,430,296.50250025,518.98494635,0.009701164537166738,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.0,0.6103929309112878,1,instantaneous plotted series,430,297.386719,518.6423129499999,0.009066817438406831,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.02,0.6068993438401996,1,instantaneous plotted series,430,298.27093775000003,519.02844985,0.008586786904062603,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.04,0.6119764128232384,1,instantaneous plotted series,430,299.15515650000003,518.4672949,0.010211075007827908,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.06,0.6188615321290994,1,instantaneous plotted series,430,300.03937525000003,517.70630095,0.010963387032985859,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.08,0.6254160848196991,1,instantaneous plotted series,430,300.92359400000004,516.98184365,0.009447132376581647,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.1,0.6276685134132967,1,instantaneous plotted series,430,301.80781275000004,516.7328887,0.00790654844650957,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.12,0.6274450329684934,1,instantaneous plotted series,430,302.6920315,516.7575894,0.008007606696855133,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.14,0.6278806582016486,1,instantaneous plotted series,430,303.57625025000004,516.7094409,0.00795363815129721,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.16,0.6267471291990886,1,instantaneous plotted series,430,304.460469,516.8347268499999,0.008357858033755309,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.18,0.6253948706122898,1,instantaneous plotted series,430,305.34468775000005,516.9841884,0.008006603325237142,2,filled vector outline midpoint
2,7,Mixed-SGS,25MS,cloud_fraction,time_h,2.2,0.6265545650857226,1,instantaneous plotted series,430,306.2289065,516.85601045,0.008315013432332171,2,filled vector outline midpoint
